asset_id,original_filename,logical_path,path_breadcrumb,domain,section,is_project_file,project_id,project_category_original,display_title,improved_display_title,short_title,improved_short_title,display_subtitle,document_role,inferred_document_role,professional_role_label,current_category,current_subcategory,cleaned_domain,cleaned_category,cleaned_subcategory,cleaned_domain_revised,cleaned_category_revised,classification_reason_revised,page_id,extraction_status,indexed_in_search,text_eligible_revised,preview_status_revised,needs_redigitalization,needs_redigitalization_revised,duplicate_status,duplicate_type,duplicate_action_recommendation,browse_visibility,sensitive_flag,unknown_type,unknown_type_revised,confidence_score,confidence_revised,review_status,human_review_needed,metadata_score,metadata_grade,metadata_score_revised,metadata_grade_revised,missing_metadata_fields_revised,primary_ui_badges,recommended_action,metadata_display_level,rename_needed,rename_needed_revised,suggested_filename_for_later_review,search_aliases_enhanced,title_issue_flags,file_extension_revised
asset_53789141e8b75a07,PXL_20250612_134223974.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_134223974.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 134223974,PXL 20250612 134223974,PXL 20250612 134223974,PXL 20250612 134223974,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_134223974.jpg,PXL_20250612_134223974.jpg|PXL_20250612_134223974|PXL 20250612 134223974,,.jpg
asset_3ca10d2e5601acf6,PXL_20250612_134232622.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_134232622.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 134232622 MP,PXL 20250612 134232622.MP,PXL 20250612 134232622 MP,PXL 20250612 134232622.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_134232622.MP.jpg,PXL_20250612_134232622.MP.jpg|PXL_20250612_134232622.MP|PXL 20250612 134232622 MP|PXL 20250612 134232622.MP,,.jpg
asset_e1b596a9bec327c1,PXL_20250612_135652167.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_135652167.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 135652167 MP,PXL 20250612 135652167.MP,PXL 20250612 135652167 MP,PXL 20250612 135652167.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_135652167.MP.jpg,PXL_20250612_135652167.MP.jpg|PXL_20250612_135652167.MP|PXL 20250612 135652167 MP|PXL 20250612 135652167.MP,,.jpg
asset_49815b1ce76e1f0c,PXL_20250612_135655245.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_135655245.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 135655245 MP,PXL 20250612 135655245.MP,PXL 20250612 135655245 MP,PXL 20250612 135655245.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_135655245.MP.jpg,PXL_20250612_135655245.MP.jpg|PXL_20250612_135655245.MP|PXL 20250612 135655245 MP|PXL 20250612 135655245.MP,,.jpg
asset_52086a6ac7d39187,PXL_20250612_135655909.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_135655909.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 135655909,PXL 20250612 135655909,PXL 20250612 135655909,PXL 20250612 135655909,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_135655909.jpg,PXL_20250612_135655909.jpg|PXL_20250612_135655909|PXL 20250612 135655909,,.jpg
asset_89f92cb9aa164b72,PXL_20250612_140015819.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_140015819.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 140015819,PXL 20250612 140015819,PXL 20250612 140015819,PXL 20250612 140015819,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_140015819.jpg,PXL_20250612_140015819.jpg|PXL_20250612_140015819|PXL 20250612 140015819,,.jpg
asset_651799627437a517,PXL_20250612_140020691.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_140020691.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 140020691,PXL 20250612 140020691,PXL 20250612 140020691,PXL 20250612 140020691,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_140020691.jpg,PXL_20250612_140020691.jpg|PXL_20250612_140020691|PXL 20250612 140020691,,.jpg
asset_4876e1e6ef6ba35f,PXL_20250612_140250117.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_140250117.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 140250117 MP,PXL 20250612 140250117.MP,PXL 20250612 140250117 MP,PXL 20250612 140250117.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_140250117.MP.jpg,PXL_20250612_140250117.MP.jpg|PXL_20250612_140250117.MP|PXL 20250612 140250117 MP|PXL 20250612 140250117.MP,,.jpg
asset_055cbe3002a30049,PXL_20250612_142750400.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_142750400.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 142750400,PXL 20250612 142750400,PXL 20250612 142750400,PXL 20250612 142750400,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_142750400.jpg,PXL_20250612_142750400.jpg|PXL_20250612_142750400|PXL 20250612 142750400,,.jpg
asset_83a0701596a274c7,PXL_20250612_142751225.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_142751225.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 142751225,PXL 20250612 142751225,PXL 20250612 142751225,PXL 20250612 142751225,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_142751225.jpg,PXL_20250612_142751225.jpg|PXL_20250612_142751225|PXL 20250612 142751225,,.jpg
asset_b7502ba35f6ebebf,PXL_20250612_153914974.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_153914974.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 153914974,PXL 20250612 153914974,PXL 20250612 153914974,PXL 20250612 153914974,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_153914974.jpg,PXL_20250612_153914974.jpg|PXL_20250612_153914974|PXL 20250612 153914974,,.jpg
asset_6b30244a0e641747,PXL_20250612_153916844.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_153916844.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 153916844,PXL 20250612 153916844,PXL 20250612 153916844,PXL 20250612 153916844,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_153916844.jpg,PXL_20250612_153916844.jpg|PXL_20250612_153916844|PXL 20250612 153916844,,.jpg
asset_695bf8ea735f2e11,PXL_20250612_153921224.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_153921224.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 153921224,PXL 20250612 153921224,PXL 20250612 153921224,PXL 20250612 153921224,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_153921224.jpg,PXL_20250612_153921224.jpg|PXL_20250612_153921224|PXL 20250612 153921224,,.jpg
asset_60badc0854a62093,PXL_20250612_154126441.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_154126441.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 154126441,PXL 20250612 154126441,PXL 20250612 154126441,PXL 20250612 154126441,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_154126441.jpg,PXL_20250612_154126441.jpg|PXL_20250612_154126441|PXL 20250612 154126441,,.jpg
asset_4864043b18940814,PXL_20250612_160913484.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_160913484.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 160913484,PXL 20250612 160913484,PXL 20250612 160913484,PXL 20250612 160913484,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,False,PXL_20250612_160913484.jpg,PXL_20250612_160913484.jpg|PXL_20250612_160913484|PXL 20250612 160913484,,.jpg
asset_6443f3b01c7772d2,PXL_20250612_160922148.MP.jpg,SOCIAL & MISCELLANEOUS/Lab parties /Grilling party 2025/PXL_20250612_160922148.MP.jpg,SOCIAL & MISCELLANEOUS › Lab parties › Grilling party 2025,social_memory,social_misc,False,,,PXL 20250612 160922148 MP,PXL 20250612 160922148.MP,PXL 20250612 160922148 MP,PXL 20250612 160922148.MP,Figure / Image,figure,figure_or_image,Figure / Image,Social Misc,Lab parties ,Wet Lab Knowledge,Imaging & QC,Figure,Lab Memory,Photos & Media,social/lab memory media,overview.social,metadata_only,False,False,not_applicable,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,,ready_for_sleek_browse,normal_sleek,False,True,PXL_20250612_160922148.MP.jpg,PXL_20250612_160922148.MP.jpg|PXL_20250612_160922148.MP|PXL 20250612 160922148 MP|PXL 20250612 160922148.MP,,.jpg
asset_8ba1915d4117e4b8,2021_Halloween party_planning.docx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/2021_Halloween party_planning.docx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,2021 Halloween Party Planning,2021 Halloween Party Planning,2021 Halloween Party Planning,2021 Halloween Party Planning,Document,social_event_document,document,Document,Social Misc,Lab parties ,Social & Lab Memory,Events & Outreach,Social Event Document,Lab Memory,Events & Outreach,social/lab memory document,overview.social,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,2021_Halloween_Party_Planning.docx,2021_Halloween party_planning.docx|2021_Halloween party_planning|2021 Halloween Party Planning,,.docx
asset_137b5bf32ce38e0a,2023_Halloween Party.docx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/2023_Halloween Party.docx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,2023 Halloween Party,2023 Halloween Party,2023 Halloween Party,2023 Halloween Party,Document,social_event_document,document,Document,Social Misc,Lab parties ,Social & Lab Memory,Events & Outreach,Social Event Document,Lab Memory,Events & Outreach,social/lab memory document,overview.social,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,2023_Halloween_Party.docx,2023_Halloween Party.docx|2023_Halloween Party|2023 Halloween Party,,.docx
asset_dd2c9abac5e6c3e3,Best costume contest voting instructions.docx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/Best costume contest voting instructions.docx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,Best Costume Contest Voting Instructions,Best Costume Contest Voting Instructions — Instruction / Handbook,Best Costume Contest Voting Instructions,Best Costume Contest Voting Instructions — Instruction / Handbook,Instruction / Handbook,social_event_document,instruction_or_handbook,Instruction / Handbook,Social Misc,Lab parties ,Social & Lab Memory,Events & Outreach,Social Event Document,Lab Memory,Events & Outreach,social/lab memory document,overview.social,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,True,Best_Costume_Contest_Voting_Instructions_Instruction_-_Handbook.docx,Best costume contest voting instructions.docx|Best costume contest voting instructions|Best Costume Contest Voting Instructions|Best Costume Contest Voting Instructions — Instruction / Handbook,,.docx
asset_faef9a52e0b9f75a,Halloween Shopping List.xlsx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/Halloween Shopping List.xlsx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,spreadsheet,Halloween Shopping List,spreadsheet,Halloween Shopping List,Spreadsheet,spreadsheet,spreadsheet,Spreadsheet,Social Misc,Lab parties ,Wet Lab Knowledge,Inventories & Registries,Spreadsheet,Lab Memory,Events & Outreach,social/lab memory document,overview.social,extracted,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.95,0.95,auto_high_confidence,False,100,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,True,False,Halloween_Shopping_List.xlsx,Halloween Shopping List.xlsx|Halloween Shopping List|spreadsheet,,.xlsx
asset_476c1b2648ebf271,NAME YOUR CUP.docx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/NAME YOUR CUP.docx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,NAME YOUR CUP,Name Your CUP,NAME YOUR CUP,Name Your CUP,Document,social_event_document,document,Document,Social Misc,Lab parties ,Social & Lab Memory,Events & Outreach,Social Event Document,Lab Memory,Events & Outreach,social/lab memory document,overview.social,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Name_Your_CUP.docx,NAME YOUR CUP.docx|NAME YOUR CUP|Name Your CUP,,.docx
asset_621a48b75fb2230e,halloween team tags.docx,SOCIAL & MISCELLANEOUS/Lab parties /Halloween 2021/halloween team tags.docx,SOCIAL & MISCELLANEOUS › Lab parties › Halloween 2021,social_memory,social_misc,False,,,Halloween Team Tags,Halloween Team Tags,Halloween Team Tags,Halloween Team Tags,Document,social_event_document,document,Document,Social Misc,Lab parties ,Social & Lab Memory,Events & Outreach,Social Event Document,Lab Memory,Events & Outreach,social/lab memory document,overview.social,eligible_text,True,True,available,False,False,unique,not_duplicate,none,normal,False,False,False,0.81,0.81,auto_medium_confidence,False,88,excellent,100,excellent,,Indexed,ready_for_sleek_browse,normal_sleek,False,False,Halloween_Team_Tags.docx,halloween team tags.docx|halloween team tags|Halloween Team Tags,,.docx
