duplicate_group_id,canonical_asset_id,duplicate_asset_ids,duplicate_type,duplicate_reason,recommended_action,safe_to_suppress_from_browse,safe_to_delete_after_human_review,keep_reason,risk_level,group_size
sha256_e16d42b5ea214de7,asset_df602dbb86e1d945,"['asset_4f62a7ff5d99b273', 'asset_57c50699f1eb64d4']",version_variant,3 files share SHA256 e16d42b5ea21…,review_before_suppress,False,False,Best extraction/metadata in projects/8_iPDC_1.0-20260602T171624Z-3-001/8_iPDC_1.0/iPDC paper resubmission/iPDC new CyCIF results 2025/Files for submission/Supplemental Figure 3.pdf,medium,3
sha256_a9a504d1c6568a67,asset_57c4d6a5169fe16e,['asset_22b86400a8f19cfc'],version_variant,2 files share SHA256 a9a504d1c656…,review_before_suppress,False,False,Best extraction/metadata in projects/8_iPDC_1.0-20260602T171624Z-3-001/8_iPDC_1.0/iPDC paper resubmission/iPDC new CyCIF results 2025/Files for submission/Supplemental Figure 4.pdf,medium,2
sha256_74f9c36e6d28120a,asset_9575e010d3866dec,"['asset_98c6a4316276cbab', 'asset_0408de6c0d99d60a']",version_variant,3 files share SHA256 74f9c36e6d28…,review_before_suppress,False,False,Best extraction/metadata in projects/8_iPDC_1.0-20260602T171624Z-3-001/8_iPDC_1.0/iPDC paper resubmission/iPDC new CyCIF results 2025/Files for submission/Supplemental Figure 5.pdf,medium,3
sha256_325b735d51f31369,asset_ea0f267aa6928b52,['asset_994ce7ab13afee6e'],exact_duplicate,2 files share SHA256 325b735d51f3…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/8_iPDC_1.0-20260602T171624Z-3-001/8_iPDC_1.0/iPDC paper resubmission/iPDC new CyCIF results 2025/Old versions of the manuscript figures/Figure 3.pdf,low,2
sha256_ad3b1a3bfb5a0c5d,asset_ea1dda066c2852e9,['asset_d76f699ad472ad8f'],exact_duplicate,2 files share SHA256 ad3b1a3bfb5a…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/SPACE-main/1_image_preprocessing/0_illumination_correction/BaSiC_run.sh,low,2
sha256_bf05e893b39d100c,asset_bbcce852bbcd2bc4,['asset_fa6fe7b890a8ae9f'],exact_duplicate,2 files share SHA256 bf05e893b39d…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/SPACE-main/1_image_preprocessing/0_illumination_correction/Dockerfile,low,2
sha256_8aa5e47b5e90400e,asset_3636aaf0f1ce1cc2,['asset_ae63e30bc8d6fc77'],exact_duplicate,2 files share SHA256 8aa5e47b5e90…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/SPACE-main/1_image_preprocessing/0_illumination_correction/imagej_basic_ashlar.py,low,2
sha256_fad10c8b25e573d9,asset_26d53e5d6edd77e8,['asset_c79890e2a788cd86'],exact_duplicate,2 files share SHA256 fad10c8b25e5…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/SPACE-main/1_image_preprocessing/0_illumination_correction/imagej_basic_ashlar_filepattern.py,low,2
sha256_eeaf316d1ba96eea,asset_14285b14a8b86a09,['asset_e8e250f73c03e298'],exact_duplicate,2 files share SHA256 eeaf316d1ba9…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/Xenium/20251205_PreAnalysis/2025_11_06_Academy_grant_exploration/primus_on_scrnaseq/Xenium_PRIMUS.R,low,2
sha256_b840b488564aee57,asset_a150e3097b197fe7,['asset_4208a22a20862879'],exact_duplicate,2 files share SHA256 b840b488564a…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/LDA_150_TME_phenotype_composition.py,low,2
sha256_ec67b71e4c6fd240,asset_ebcd07541de2b221,['asset_27c7d3eb6cdf2c59'],exact_duplicate,2 files share SHA256 ec67b71e4c6f…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/barplot_tumor-rcns.py,low,2
sha256_a983ca943b3a0460,asset_feda4d854137424c,['asset_26db33530ea658c5'],exact_duplicate,2 files share SHA256 a983ca943b3a…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/barplots-script.ipynb,low,2
sha256_2b937dffcda45bed,asset_7bd67cba4f6fd8fb,['asset_8cea511828d3f859'],exact_duplicate,2 files share SHA256 2b937dffcda4…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/heatmap_annotated_with_legends.svg,low,2
sha256_20618b58b751dff4,asset_d8f153371b90738f,['asset_74c6e0df51f9745b'],exact_duplicate,2 files share SHA256 20618b58b751…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/pseudotime_cellcyclemarkers_lineplot_marker_by_marker.py,low,2
sha256_f296519cfd5cb8d9,asset_a8d4e7d7d9353bdc,['asset_f5babe988397305e'],exact_duplicate,2 files share SHA256 f296519cfd5c…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/tumor_RCNs_voronoid.ipynb,low,2
sha256_5a218a9765272c84,asset_45ed32da78b4a7a5,['asset_a94e76257c26f5b4'],exact_duplicate,2 files share SHA256 5a218a976527…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/cellcycle-main/figures/tumor_centroids_plot.py,low,2
sha256_e1830de21b635973,asset_478d0bce3ba7258d,['asset_d01c617ccb5cfd63'],exact_duplicate,2 files share SHA256 e1830de21b63…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/corr_matrix_new.png,low,2
sha256_1547f84809358dc9,asset_2ea1ef36c331bed3,['asset_4ae069795d5a39d2'],exact_duplicate,2 files share SHA256 1547f8480935…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/heatmap.png,low,2
sha256_ce2fa550f997d18b,asset_f2b9b07561398a2e,['asset_f3290cd501a68199'],exact_duplicate,2 files share SHA256 ce2fa550f997…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/lineage_tree.png,low,2
sha256_af3c60596f0451ab,asset_9c499bd6aba3b92d,['asset_6add091bbf40ad17'],exact_duplicate,2 files share SHA256 af3c60596f04…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/marker_expression.png,low,2
sha256_7194030976fae8b5,asset_6cc08d8608397430,['asset_67f5debad35743aa'],exact_duplicate,2 files share SHA256 7194030976fa…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/merker_expressions_cell_type.png,low,2
sha256_a4dd27a2c01b02b0,asset_85ce25e6e984508a,['asset_90e173e9d7d4577e'],exact_duplicate,2 files share SHA256 a4dd27a2c01b…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/umap.png,low,2
sha256_517c15634182836c,asset_97b4e2cf1b5f27dd,['asset_b8c336b27c17288f'],exact_duplicate,2 files share SHA256 517c15634182…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/index.rst,low,2
sha256_2505eaec949d2748,asset_cb47774e534ff935,['asset_b208516b1beede49'],exact_duplicate,2 files share SHA256 2505eaec949d…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/tribus.rst,low,2
sha256_0ef9e2ea06bb848f,asset_eba06826dfe5dae8,['asset_ed53a3fc93dd1d69'],exact_duplicate,2 files share SHA256 0ef9e2ea06bb…,suppress_duplicates_from_browse,True,False,Best extraction/metadata in projects/project_scripts/tribus-master/docs/source/tutorial.rst,low,2
name_biopankkiluovotuspyy,,"['asset_b5620d45df313ef3', 'asset_b2457088b9845a14']",same_name_different_content,Normalized filename 'biopankkiluovotuspyynto' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_skannattu20191101095,,"['asset_a8cf03b4b308f643', 'asset_1a3e2234d9a6a9f7']",same_name_different_content,Normalized filename 'skannattu20191101095039954' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0211,,"['asset_8c8fc0a2cb0bdc1b', 'asset_6350481889f5653b']",same_name_different_content,Normalized filename 'img0211' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0213,,"['asset_c67842a44abf3ea4', 'asset_709b48301da82029']",same_name_different_content,Normalized filename 'img0213' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0214,,"['asset_86c611959d140830', 'asset_6ad2da6d3bf3e1e0']",same_name_different_content,Normalized filename 'img0214' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0215,,"['asset_3ca25d9eff956896', 'asset_ea376fb22d07063b']",same_name_different_content,Normalized filename 'img0215' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0216,,"['asset_566b94665edb48b8', 'asset_6b4bbe3271150f60']",same_name_different_content,Normalized filename 'img0216' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0217,,"['asset_5d356c09e73bb6da', 'asset_f793cba999272baf']",same_name_different_content,Normalized filename 'img0217' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0219,,"['asset_7a3225fd77d37110', 'asset_15d636ba1ae6d72f']",same_name_different_content,Normalized filename 'img0219' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0220,,"['asset_12cadc9782e6d653', 'asset_395a1c246a82f417']",same_name_different_content,Normalized filename 'img0220' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0221,,"['asset_252398588374939c', 'asset_e9eec12dd95f12a1']",same_name_different_content,Normalized filename 'img0221' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0222,,"['asset_d78505b15c5f2f23', 'asset_5c6e77bb0b61d0d7']",same_name_different_content,Normalized filename 'img0222' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0223,,"['asset_b0ae86670bdf3340', 'asset_785ec5d404759253']",same_name_different_content,Normalized filename 'img0223' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0224,,"['asset_9d730404b252b4b9', 'asset_e528f47a5c40f7f5']",same_name_different_content,Normalized filename 'img0224' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0225,,"['asset_208dc3f2e756ad03', 'asset_109b1b6906969e5b']",same_name_different_content,Normalized filename 'img0225' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0226,,"['asset_ba832346c735516d', 'asset_c9e2e9642bb1cb7a']",same_name_different_content,Normalized filename 'img0226' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_img0227,,"['asset_df56fb56cfe5b728', 'asset_17688508c6379f83']",same_name_different_content,Normalized filename 'img0227' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_rnaslidepreparationp,,"['asset_42bd7dc838567727', 'asset_cb313bacd5441e67']",same_name_different_content,Normalized filename 'rnaslidepreparationprotocolffpeforgeomxmocktest' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_po3q4212524112023,,"['asset_068aa4f5ebff459c', 'asset_efad32fcaa0807c7']",same_name_different_content,Normalized filename 'po3q4212524112023' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_po4q5806810122024,,"['asset_ade565df8d0086f2', 'asset_278629a2c1cd3f40']",same_name_different_content,Normalized filename 'po4q5806810122024' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s078pome,,"['asset_72a41394e732f7e4', 'asset_949a541b5cdb03eb']",same_name_different_content,Normalized filename 's078pome' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s086pome,,"['asset_e7b73910ad00bd00', 'asset_8e3a68f886129c19']",same_name_different_content,Normalized filename 's086pome' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s119pome,,"['asset_68a87b8e9b7f9b4f', 'asset_73e0ee28f6087bbb']",same_name_different_content,Normalized filename 's119pome' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s203pome,,"['asset_d8a3cb0446d6b9d1', 'asset_5bca00dbf1ef7718']",same_name_different_content,Normalized filename 's203pome' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s345pome,,"['asset_e49f6449cfd04d7a', 'asset_1f011d40735e82ff']",same_name_different_content,Normalized filename 's345pome' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_s357padnr,,"['asset_6427f8dedd6f4328', 'asset_ea0f4b8bacaf9be2']",same_name_different_content,Normalized filename 's357padnr' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_cycifmanualprotocol2,,"['asset_0b2b2fcc04c65d0c', 'asset_30d7a62d8060de7c']",same_name_different_content,Normalized filename 'cycifmanualprotocol20farkkilalab' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_readme,,"['asset_61ceb72cf5d91a7d', 'asset_48833e1ff0330803', 'asset_e2e2b71e1474c415', 'asset_f7d769f8a4fceab0', 'asset_79131149ec2d152d', 'asset_aaa92375f168e04e', 'asset_aeb8d5ae6a620db4', 'asset_9589d1a81c0daba8', 'asset_15407ea9da599a00', 'asset_ccb399cfaca98acd', 'asset_73bd032ed2096799', 'asset_14d8cb7a881bf100', 'asset_923bb0241797feea', 'asset_880410248d1bb772', 'asset_eaa7be0a2ebd514c', 'asset_aec8f6f4048a7611', 'asset_b75153ed2676f4ae', 'asset_c59cd7a4ee7364f5', 'asset_7dc1088b78656f69', 'asset_122503d279c5c391', 'asset_bb77371942244d4b', 'asset_d0dfdaa1309809ca', 'asset_14af3efaa633dcd9', 'asset_d0ee9cdc95c6d158', 'asset_9e8ec41fba39dd62', 'asset_d782e1bf8badeadb', 'asset_7b3b230bf8527fe2', 'asset_71fd0ed80746264f', 'asset_e0f63045dee28c6c', 'asset_c99a9b5fa8ea469c', 'asset_9741ab70be7f183c', 'asset_df5272f798bf71b4', 'asset_a49d6ce60965464e', 'asset_fa3bf54d373feee4', 'asset_ce8651e9ec9ab689', 'asset_7e9ac9dd4c707849', 'asset_4eb3c51f94b0377a', 'asset_c3b60987797ab6c3', 'asset_80ab3cfec8611219', 'asset_58e2e91352363ac4', 'asset_b1ea94b46ba1f504', 'asset_384e03123c48777d', 'asset_7140b4f4d6ed7923', 'asset_0511f2568d6ac982', 'asset_6754242aaf16a9cb']",same_name_different_content,Normalized filename 'readme' matches 45 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,45
name_bdfacsdivasoftwareba,,"['asset_384c898fd2aff7a5', 'asset_3e307d2db13842e9']",same_name_different_content,Normalized filename 'bdfacsdivasoftwarebasicexperimentguide' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_stocksolutionsfororg,,"['asset_a8152890a88afcc9', 'asset_06132c448459ee83']",same_name_different_content,Normalized filename 'stocksolutionsfororganoidculture' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_copyofexamplefilled2,,"['asset_c5f30d9d2b741ec5', 'asset_7e9124428ec574aa']",same_name_different_content,Normalized filename 'copyofexamplefilled2032019transportationformfortum' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_postxeniumtcycifprot,,"['asset_28a0417dd0d312ff', 'asset_5fe82ed1d79ab0ee']",same_name_different_content,Normalized filename 'postxeniumtcycifprotocol1092025ss' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_antibodyselectionand,,"['asset_a16d3872b7f3b67a', 'asset_c68c54ca560a7733']",same_name_different_content,Normalized filename 'antibodyselectionandvalidationsopbyfoteini14102024' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_autoprojxdonotoverwr,,"['asset_1f6560e3449cb3d6', 'asset_a8b7eaa0a2d1b2d5']",same_name_different_content,Normalized filename 'autoprojxdonotoverwritecyciftemplateaf' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_project12spaceexp2cy,,"['asset_c851ef92616cf6d5', 'asset_14aa560bb8764c40']",same_name_different_content,Normalized filename 'project12spaceexp2cycif1122025' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_project28dcisenglund,,"['asset_f30f28eb1b5f13f5', 'asset_bb6af7d316a902b4']",same_name_different_content,Normalized filename 'project28dcisenglundlab1182025' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_meetingnotes,,"['asset_89f29be54a82b3a1', 'asset_b8d2d2a73908115c', 'asset_2ea592a37ecde24e', 'asset_0f3d17f31a0b1dea', 'asset_5b2162e3c83403ce']",same_name_different_content,Normalized filename 'meetingnotes' matches 5 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,5
name_celltypeproportions,,"['asset_ce935eb01ee5cabe', 'asset_f675d1645e874920']",same_name_different_content,Normalized filename 'celltypeproportions' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_umap,,"['asset_2208530cd80d3d5d', 'asset_90e173e9d7d4577e', 'asset_85ce25e6e984508a']",same_name_different_content,Normalized filename 'umap' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_geomxworkflow,,"['asset_beb9bbb8a1506b20', 'asset_7a56e431505baeb2']",same_name_different_content,Normalized filename 'geomxworkflow' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_tcycifworkflow,,"['asset_830bd814957e8509', 'asset_4107e05a723e7d83']",same_name_different_content,Normalized filename 'tcycifworkflow' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
