duplicate_group_id,canonical_asset_id,duplicate_asset_ids,duplicate_type,duplicate_reason,recommended_action,safe_to_suppress_from_browse,safe_to_delete_after_human_review,keep_reason,risk_level,group_size
name_supplementarytables,,"['asset_e10b15591d3ac3cc', 'asset_04aefab3608a56b2', 'asset_0d95b9b72b49dff6', 'asset_ff06fc39182486e1']",same_name_different_content,Normalized filename 'supplementarytables' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_suppfigure3,,"['asset_ed48a104a96d112a', 'asset_571e3567c55b3a58']",same_name_different_content,Normalized filename 'suppfigure3' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_suppfigure4,,"['asset_7b561fa18562835a', 'asset_fd89538546c7d4f2']",same_name_different_content,Normalized filename 'suppfigure4' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_suppfigure6,,"['asset_ac88e446e071ac4b', 'asset_44f723e6282c5244']",same_name_different_content,Normalized filename 'suppfigure6' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_untitledpresentation,,"['asset_17a745c0ae818381', 'asset_75136029b12f2c3e', 'asset_f52fc98c824aaf2f']",same_name_different_content,Normalized filename 'untitledpresentation' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_datadirectories,,"['asset_9eb654a0d338ed43', 'asset_b223e9e4547a1d3e']",same_name_different_content,Normalized filename 'datadirectories' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_fig1v2,,"['asset_b19b83f41bc363cd', 'asset_3c30c88436428de8']",same_name_different_content,Normalized filename 'fig1v2' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_fig2,,"['asset_8b56edabe8de72e2', 'asset_2c9ec63d94e0105c', 'asset_38cd734ac1541dca', 'asset_5e198bc6e461a94c']",same_name_different_content,Normalized filename 'fig2' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_fig2v4,,"['asset_7c30b274cab4b695', 'asset_4d68ec91b0bf9635']",same_name_different_content,Normalized filename 'fig2v4' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_fig3new,,"['asset_cbf19096aba93d38', 'asset_647b6d4dd4c216d1', 'asset_af258ee4faa0e44a', 'asset_304a04dcc160cd15']",same_name_different_content,Normalized filename 'fig3new' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_fig3v4,,"['asset_df4216003c2c1979', 'asset_574d6b71d572aad9']",same_name_different_content,Normalized filename 'fig3v4' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_fig1,,"['asset_6faaa16548e1e132', 'asset_56e38bb9fd195a8c', 'asset_31c0002b3c74fadc', 'asset_c598781e9edc81fb', 'asset_362bb90c912d107f', 'asset_b862f7a4650a865f']",same_name_different_content,Normalized filename 'fig1' matches 6 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,6
name_fig2new,,"['asset_6f770582528226e3', 'asset_a1f1f3ea5ffd0a27', 'asset_03537dbf42f7e903', 'asset_6a34cd4e0d8e07af']",same_name_different_content,Normalized filename 'fig2new' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_fig3,,"['asset_33f7bdd26a5abd0d', 'asset_8711a82a053c34c7', 'asset_ba87be60ddbf9994']",same_name_different_content,Normalized filename 'fig3' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_fig4,,"['asset_b53c9e3847c13def', 'asset_252c04be0ee1600b', 'asset_9ee9b9552d738ff7']",same_name_different_content,Normalized filename 'fig4' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_kangetal2024old,,"['asset_3973d5ae8802c556', 'asset_8ab06b8728efa9d5']",same_name_different_content,Normalized filename 'kangetal2024old' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_mswordtemplatebioinf,,"['asset_43ecdf075530eaac', 'asset_a7930e52004f54db', 'asset_82064ec9a13068dd']",same_name_different_content,Normalized filename 'mswordtemplatebioinformatics' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_fig4newv2,,"['asset_7b3aec901ddc7528', 'asset_37df8eec5ab0a062']",same_name_different_content,Normalized filename 'fig4newv2' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_rebuttalletterkangbi,,"['asset_f19ab6e9f43e0db2', 'asset_929373927df95ffa']",same_name_different_content,Normalized filename 'rebuttalletterkangbioinformatics2025' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_finprovestitchingseg,,"['asset_c217371cac6ee428', 'asset_e1dac85c5af1502d']",same_name_different_content,Normalized filename 'finprovestitchingsegmentationassessmentnotes' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_38adctimelime,,"['asset_c5cc60fa2683cc7e', 'asset_fca6c6883873f697']",same_name_different_content,Normalized filename '38adctimelime' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_adctargetgenes,,"['asset_b79fd5dbc1c7565e', 'asset_5559dcf80b321959']",same_name_different_content,Normalized filename 'adctargetgenes' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_adcgrantapplicationb,,"['asset_4d89ba26ade816b2', 'asset_f4c30c12f6184c9c']",same_name_different_content,Normalized filename 'adcgrantapplicationbiomedicum' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_adcgrantapplicationd,,"['asset_b249e9872e44753e', 'asset_8ae1b3072795f9bb']",same_name_different_content,Normalized filename 'adcgrantapplicationduodecim' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_7projectlog,,"['asset_b9ec22f680e1b1ef', 'asset_53d49581e8b6b479', 'asset_58cecdac50d5228a']",same_name_different_content,Normalized filename '7projectlog' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_xeniumreferenceprepa,,"['asset_285c9d606fe7ec48', 'asset_145fa2928d22f27f']",same_name_different_content,Normalized filename 'xeniumreferencepreparation' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_globalproportions,,"['asset_d24fe03f7711b5ed', 'asset_9408df7ff7587ebd']",same_name_different_content,Normalized filename 'globalproportions' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_thumbs,,"['asset_56576b6d6214e457', 'asset_1cb9a57ed920693d', 'asset_6f5210c116585615', 'asset_d861321060b0b1fd', 'asset_1f1550d178173a5e', 'asset_5596db9622dff803', 'asset_6acc14845a697d63', 'asset_003fc7dcd5cdd588', 'asset_3fea992d6116884e', 'asset_d18f9843786dc905', 'asset_8d525f6e76254b43', 'asset_2e46689e0f0673f2', 'asset_8bc06f4b602a0a37', 'asset_504514e5f1835a07', 'asset_feec9871d8b9a950', 'asset_9052b9e20c6150f8', 'asset_b870ff41a6be1f61', 'asset_981757cf296fa321']",same_name_different_content,Normalized filename 'thumbs' matches 18 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,18
name_favsnonfabcells,,"['asset_22709153c6dab188', 'asset_55a74dea43da123d']",same_name_different_content,Normalized filename 'favsnonfabcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfacd4postcell,,"['asset_55354e4f085f7008', 'asset_cb11ad5829fcbbae']",same_name_different_content,Normalized filename 'favsnonfacd4postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfaki67postumo,,"['asset_7f9b2c8e84020805', 'asset_0b0f157e5299fd02']",same_name_different_content,Normalized filename 'favsnonfaki67postumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfam2macrophag,,"['asset_22674de32b0dcca5', 'asset_9840e18aa3580a14']",same_name_different_content,Normalized filename 'favsnonfam2macrophages' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfank,,"['asset_4f64a3d4aeb61c1e', 'asset_7bf0a17f208031d4']",same_name_different_content,Normalized filename 'favsnonfank' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfadendriticce,,"['asset_4d629a04ed481bfb', 'asset_0b005666a343a1bb']",same_name_different_content,Normalized filename 'favsnonfadendriticcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfaeffectorcd8,,"['asset_0707b3cbe90967c7', 'asset_2b12267c0ae92d58']",same_name_different_content,Normalized filename 'favsnonfaeffectorcd8postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfaneutrophils,,"['asset_4b1b420f0b0a8f0d', 'asset_d0ef6dcf06bd9681']",same_name_different_content,Normalized filename 'favsnonfaneutrophils' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfatumorcells,,"['asset_10c24868499d74f9', 'asset_e93e578f6e558463']",same_name_different_content,Normalized filename 'favsnonfatumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagbcells,,"['asset_ca0bda475c821c58', 'asset_379434ceb8c0bcdb']",same_name_different_content,Normalized filename 'hnvsagbcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagcd4postcells,,"['asset_f58e4f0db4b378e4', 'asset_0a772545aeb57101']",same_name_different_content,Normalized filename 'hnvsagcd4postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagki67postumorce,,"['asset_a5bead04cb386da2', 'asset_0a1a64d15d31693a']",same_name_different_content,Normalized filename 'hnvsagki67postumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagm2macrophages,,"['asset_d231d5b23dcbb2b9', 'asset_7180018ac217b56b']",same_name_different_content,Normalized filename 'hnvsagm2macrophages' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagnk,,"['asset_76abfa536d42b772', 'asset_ca996a8b07631a91']",same_name_different_content,Normalized filename 'hnvsagnk' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagdendriticcells,,"['asset_613e987464f6a46a', 'asset_07a98e630018ae07']",same_name_different_content,Normalized filename 'hnvsagdendriticcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsageffectorcd8pos,,"['asset_ec720cc613f5ac98', 'asset_4792f96a286389ae']",same_name_different_content,Normalized filename 'hnvsageffectorcd8postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagneutrophils,,"['asset_f9eb28e5015367c0', 'asset_bb8acda00422301d']",same_name_different_content,Normalized filename 'hnvsagneutrophils' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagtumorcells,,"['asset_0383debcfc520bf0', 'asset_4f245495888d6758']",same_name_different_content,Normalized filename 'hnvsagtumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalbcells,,"['asset_97390081e662418e', 'asset_6cd573c55359cf3a']",same_name_different_content,Normalized filename 'totalbcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalcd4postcells,,"['asset_184a8556776cb256', 'asset_deeb1725a4b6bc17']",same_name_different_content,Normalized filename 'totalcd4postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalki67postumorcel,,"['asset_88c570089a9593c8', 'asset_78a37b176f0b1866']",same_name_different_content,Normalized filename 'totalki67postumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalm2macrophages,,"['asset_664626fd9c752243', 'asset_950f9b43780be722']",same_name_different_content,Normalized filename 'totalm2macrophages' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalnk,,"['asset_0c5498562169f5e5', 'asset_0f7c2ee5bd6f590d']",same_name_different_content,Normalized filename 'totalnk' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totaldendriticcells,,"['asset_f9bb71f9108eb0b3', 'asset_edafde299ffe37d0']",same_name_different_content,Normalized filename 'totaldendriticcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totaleffectorcd8post,,"['asset_fc0e7ce6825720b8', 'asset_064db39554a194c0']",same_name_different_content,Normalized filename 'totaleffectorcd8postcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalneutrophils,,"['asset_929381f8954f515f', 'asset_49800751ac5ed216']",same_name_different_content,Normalized filename 'totalneutrophils' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totaltumorcells,,"['asset_14bc5a3bee888c6b', 'asset_062a7973cbd345f4']",same_name_different_content,Normalized filename 'totaltumorcells' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfagh2axpositi,,"['asset_83ef0f776ea113a2', 'asset_5aaa96274940ef8d']",same_name_different_content,Normalized filename 'favsnonfagh2axpositive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsaggh2axpositive,,"['asset_f8aa81ca4b8fc9cc', 'asset_2bb8d142f3f19836']",same_name_different_content,Normalized filename 'hnvsaggh2axpositive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalgh2axpositive,,"['asset_e317a41151ecd2b4', 'asset_63a51f6058298ab4']",same_name_different_content,Normalized filename 'totalgh2axpositive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfaki67positiv,,"['asset_7bab480fbb7599f5', 'asset_b40c5d9246964270']",same_name_different_content,Normalized filename 'favsnonfaki67positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagki67positive,,"['asset_9d41c0dd59e11eb0', 'asset_0d94698648cbdd41']",same_name_different_content,Normalized filename 'hnvsagki67positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalki67positive,,"['asset_bd86e32425bceb3d', 'asset_f50549f66b1626a1']",same_name_different_content,Normalized filename 'totalki67positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfaps6positive,,"['asset_62383fa6eea2d92d', 'asset_01017cd57248981f']",same_name_different_content,Normalized filename 'favsnonfaps6positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagps6positive,,"['asset_79506435a240f515', 'asset_3f31cef0f83c04a4']",same_name_different_content,Normalized filename 'hnvsagps6positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalps6positive,,"['asset_cc906209b5e1bc97', 'asset_4a6a003d8a17578b']",same_name_different_content,Normalized filename 'totalps6positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfapd1positive,,"['asset_181ee4134f92576b', 'asset_da401575d7e3c93e', 'asset_f319459b586e5105']",same_name_different_content,Normalized filename 'favsnonfapd1positive' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_hnvsagpd1positive,,"['asset_4620628f80bdb28b', 'asset_4aca834f89c27615']",same_name_different_content,Normalized filename 'hnvsagpd1positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalpd1positive,,"['asset_8e1b1b30f46cdde7', 'asset_d5cddb13fc78971e']",same_name_different_content,Normalized filename 'totalpd1positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfapdl1positiv,,"['asset_416f066db52a9f18', 'asset_e4607d133ea5100d']",same_name_different_content,Normalized filename 'favsnonfapdl1positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagpdl1positive,,"['asset_e62b11b9ed217032', 'asset_91109bbf28c353e9']",same_name_different_content,Normalized filename 'hnvsagpdl1positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totalpdl1positive,,"['asset_c3bbc2fdc83a55f8', 'asset_9a0ab0d92cd58ec6']",same_name_different_content,Normalized filename 'totalpdl1positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_favsnonfatim3positiv,,"['asset_f6fab38b859ee7ed', 'asset_116b502af6887ebe']",same_name_different_content,Normalized filename 'favsnonfatim3positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_hnvsagtim3positive,,"['asset_d38d32dce0bdcbe1', 'asset_48dc27c7c02b46d3']",same_name_different_content,Normalized filename 'hnvsagtim3positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_totaltim3positive,,"['asset_8680f48027aae956', 'asset_be24c1505259d038']",same_name_different_content,Normalized filename 'totaltim3positive' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_kdim0subset,,"['asset_2db086a38d5f9d48', 'asset_f2f541c8be06db46', 'asset_381f3a9c08d32fcd', 'asset_58d84b7b14db058b']",same_name_different_content,Normalized filename 'kdim0subset' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_kdim1subset,,"['asset_808a21245b16a8d9', 'asset_ce0068ac475d8094', 'asset_819bbe454dedac0c', 'asset_466a59e12eb7a264']",same_name_different_content,Normalized filename 'kdim1subset' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_pidseleccionadosfina,,"['asset_513672182fe43936', 'asset_fe424b819e2b7438', 'asset_15f748c4d1fa112f', 'asset_58a1891a6910d4a4']",same_name_different_content,Normalized filename 'pidseleccionadosfinal' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_pidssubset,,"['asset_76b9185df237294e', 'asset_bad0da897288ffe4', 'asset_95636a39977b220b', 'asset_2bdf09b64e230920']",same_name_different_content,Normalized filename 'pidssubset' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_topkatresult,,"['asset_4d24f832bd454be8', 'asset_d0cd468f11384f70', 'asset_6f3b5df9b8723f81']",same_name_different_content,Normalized filename 'topkatresult' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_topkatresultsdetaile,,"['asset_882c2f5fa547c7a3', 'asset_226c6ff2438d2100', 'asset_176dac843722ac0c']",same_name_different_content,Normalized filename 'topkatresultsdetailed' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_topkatsummary,,"['asset_d869286b7c621152', 'asset_8b717fbe01be9059', 'asset_ed2856e8b6150f76']",same_name_different_content,Normalized filename 'topkatsummary' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersarowpd1eps387,,"['asset_d4d70545a6251d52', 'asset_369c23c8a60f5bda', 'asset_da9bc95210d48823']",same_name_different_content,Normalized filename 'markersarowpd1eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersarowpdl1eps38,,"['asset_3c2c1de7acde8126', 'asset_fd15c3255df466dd', 'asset_ef6ae2d3c3248ff7']",same_name_different_content,Normalized filename 'markersarowpdl1eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersarowtim3eps38,,"['asset_d5a9674391ae8b0f', 'asset_a8e78837a1e5f125', 'asset_9d15047b0702b8aa']",same_name_different_content,Normalized filename 'markersarowtim3eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersbrowpd1eps387,,"['asset_56ad10889a67733a', 'asset_21ba3ce214f0f6cc', 'asset_951f6f7de2576081']",same_name_different_content,Normalized filename 'markersbrowpd1eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersbrowpdl1eps38,,"['asset_62be17a0701ba473', 'asset_138e9895454e669e', 'asset_79743da3ba636cc9']",same_name_different_content,Normalized filename 'markersbrowpdl1eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_markersbrowtim3eps38,,"['asset_f423ba38cd73a36f', 'asset_31d1ab3f623969e1', 'asset_e5f3084e73b19cbe']",same_name_different_content,Normalized filename 'markersbrowtim3eps387755102040816' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_ripslistsubset,,"['asset_27feb162acc26c63', 'asset_4479e3ed7b9a53d5', 'asset_0d337511d98ecf81', 'asset_4f594ff1c9d95a78']",same_name_different_content,Normalized filename 'ripslistsubset' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_scaleimportancelog10,,"['asset_f93903e1b4957056', 'asset_da3fa7c6d94befd5', 'asset_ece7c358abdb4b24']",same_name_different_content,Normalized filename 'scaleimportancelog10' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_scaleimportancenorma,,"['asset_3e894ebe230e94ff', 'asset_c909403ac6bdd5fc', 'asset_db3e6cbad333767e']",same_name_different_content,Normalized filename 'scaleimportancenormal' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_scaleimportanceresul,,"['asset_ac08144464f92f8c', 'asset_ffaad4bddefd2d37', 'asset_1c20f526976500b1']",same_name_different_content,Normalized filename 'scaleimportanceresult' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_scaleimportanceresul,,"['asset_aa572ceb8f8b2b8a', 'asset_d587a06fdc1a33a2', 'asset_cbe7918f278c5c2c']",same_name_different_content,Normalized filename 'scaleimportanceresults' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_scaleimportancesumma,,"['asset_f6026332d29e903d', 'asset_5523b930cf88e0be', 'asset_49b5262234625b24']",same_name_different_content,Normalized filename 'scaleimportancesummary' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_epitheliumdensityplo,,"['asset_24e7e0e1054fd41d', 'asset_696cf71768f9b759', 'asset_d76fb2e9e986c2d9', 'asset_a99ac2317577771a']",same_name_different_content,Normalized filename 'epitheliumdensityplot' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_stromadensityplot,,"['asset_372682e581e24774', 'asset_332965f071011a4b', 'asset_bfd670f11af4dc6d', 'asset_c62c7596d634c3b2']",same_name_different_content,Normalized filename 'stromadensityplot' matches 4 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,4
name_legendcurvemarkerplo,,"['asset_0e69fa2f125c7fa1', 'asset_9b1cc6b517a4e56c', 'asset_213ca6151f0e6456', 'asset_acb35157a99c9074', 'asset_c21b41141c1416b7']",same_name_different_content,Normalized filename 'legendcurvemarkerplot' matches 5 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,5
name_epitheliumfunctional,,"['asset_ee4a5577abf94ecb', 'asset_5f2ab36d341cea21', 'asset_ed61e31c0ad3cd33', 'asset_7deff453d9172f2b', 'asset_f8bc714c6bd3279c', 'asset_1fff624b2fe185bb', 'asset_3e220b7bf06d0190']",same_name_different_content,Normalized filename 'epitheliumfunctionalmarkercelldensityroicurves' matches 7 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,7
name_stromafunctionalmark,,"['asset_3488c4f63aee4b1b', 'asset_1fe3f8b58c21f084', 'asset_12d02847191bfd34', 'asset_0b9c3e7d4a7b9ff8', 'asset_1224a598ef93d9d1', 'asset_fa6c14a10da08eb8', 'asset_b7eea2773c6f1ebd']",same_name_different_content,Normalized filename 'stromafunctionalmarkercelldensityroicurves' matches 7 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,7
name_farcnexhaustionplot,,"['asset_5a630693822fcf5f', 'asset_a86d7806fad64aaf', 'asset_dd775ef27f9a45ca']",same_name_different_content,Normalized filename 'farcnexhaustionplot' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_nonfarcnexhaustionpl,,"['asset_56d9fa81be73e1dd', 'asset_26d1c3a8993b40e5', 'asset_bda2966f406ccf5e']",same_name_different_content,Normalized filename 'nonfarcnexhaustionplot' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_faradarepitheliumcis,,"['asset_7027ccede25f363a', 'asset_a3316023d1ef8f9f', 'asset_16f5f6e969d4f220']",same_name_different_content,Normalized filename 'faradarepitheliumcis' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_faradarepitheliumhgd,,"['asset_72ca94fa383ef80c', 'asset_1c6a3471d75c1afb', 'asset_02fa02aa273404d1']",same_name_different_content,Normalized filename 'faradarepitheliumhgd' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_faradarepitheliumic,,"['asset_5b6b2b474c41d5a6', 'asset_c3c53bf3224f372c', 'asset_343acbf50dc376cd']",same_name_different_content,Normalized filename 'faradarepitheliumic' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_faradarepitheliumlgd,,"['asset_02588cfd6101c3dd', 'asset_ece838805ce49547', 'asset_a5b558df2d830fd4']",same_name_different_content,Normalized filename 'faradarepitheliumlgd' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_faradarstromacis,,"['asset_b43ec8c4a5c3ce9a', 'asset_60a713164104b48f']",same_name_different_content,Normalized filename 'faradarstromacis' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_faradarstromahgd,,"['asset_f85fbb0787219671', 'asset_8444cf3b71d05731']",same_name_different_content,Normalized filename 'faradarstromahgd' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_faradarstromaic,,"['asset_fb9ac5b17f9f2597', 'asset_3febee0e26a0573c']",same_name_different_content,Normalized filename 'faradarstromaic' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_faradarstromalgd,,"['asset_39fd9ae9f4da4a7d', 'asset_9d590fee68601ff8']",same_name_different_content,Normalized filename 'faradarstromalgd' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_nonfaradarepithelium,,"['asset_62998bc749f0444a', 'asset_2f8aa69fe520dc5d', 'asset_34edee1e3a145e30']",same_name_different_content,Normalized filename 'nonfaradarepitheliumcis' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_nonfaradarepithelium,,"['asset_c19a5310575c18eb', 'asset_8c5edc9a612f7094', 'asset_5f962dae18ea53ee']",same_name_different_content,Normalized filename 'nonfaradarepitheliumhgd' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_nonfaradarepithelium,,"['asset_1e3b3b4d768d6294', 'asset_a3cfbc54528954a8', 'asset_06883638ae3ff741']",same_name_different_content,Normalized filename 'nonfaradarepitheliumic' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_nonfaradarepithelium,,"['asset_00db107db774972e', 'asset_59a568eee9b86ffd', 'asset_1c1fcbfb80da5d26']",same_name_different_content,Normalized filename 'nonfaradarepitheliumlgd' matches 3 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,3
name_nonfaradarstromacis,,"['asset_872dda7688f20d3b', 'asset_6bbbffaee9f3d6b0']",same_name_different_content,Normalized filename 'nonfaradarstromacis' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_nonfaradarstromahgd,,"['asset_81f65de2006e66bc', 'asset_b5d05a60ac144d84']",same_name_different_content,Normalized filename 'nonfaradarstromahgd' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
name_nonfaradarstromaic,,"['asset_99e69903754e40a3', 'asset_5324aa7b35b2e523']",same_name_different_content,Normalized filename 'nonfaradarstromaic' matches 2 distinct files,human_review,False,False,Content differs — not auto-suppressed,high,2
